id,الدولة,الوحدة_الإدارية_العليا,المستوى_الثاني,المدينة_أو_القرية,الحي_أو_الحارة,الاسم_المحلي,الأسماء_البديلة,النوع,خط_العرض,خط_الطول,الارتفاع_م,السكان,سنة_السكان,المصدر,تاريخ_المصدر,درجة_الثقة,ملاحظات
IQ-MAY,العراق,ميسان,العمارة,العمارة,—,العمارة,العمارة,محافظة+مدينة,31.8330,47.1440,10,1079644,2020,الجهاز المركزي للإحصاء العراقي,2020,🟢,أهوار + نفط + حدود إيران
IQ-MUT,العراق,المثنى,السماوة,السماوة,—,السماوة,السماوة,محافظة+مدينة,31.3000,45.3000,10,875900,2020,الجهاز المركزي للإحصاء العراقي,2020,🟢,صحراوية (51740 كم²)
IQ-DHQ,العراق,ذي قار,الناصرية,الناصرية,—,الناصرية,الناصرية,محافظة+مدينة,31.0539,46.2571,10,2459000,2020,الجهاز المركزي للإحصاء العراقي,2020,🟢,أور الأثرية + أهوار
IQ-CITY-الموصل,العراق,نينوى,الموصل,الموصل,—,الموصل,Al-Mawṣil,مدينة,36.3450,43.1450,220,1529384,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,مدينة ≠ محافظة 4261980؛ ليست دهوك
IQ-CITY-تلعفر,العراق,نينوى,تلعفر,تلعفر,—,تلعفر,Talʿafar,مدينة,36.3760,42.4500,370,178457,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,غرب الموصل؛ ليست زاخو
IQ-CITY-البصرة,العراق,البصرة,البصرة,البصرة,—,البصرة,Al-Baṣrah,مدينة,30.5085,47.7804,5,1293052,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,مدينة ≠ محافظة 3664168؛ أور ليست هنا
IQ-CITY-الزبير,العراق,البصرة,الزبير,الزبير,—,الزبير,Az-Zubayr,مدينة,30.3920,47.7050,10,351185,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,غرب البصرة
IQ-CITY-أمقصر,العراق,البصرة,أم قصر,أم قصر,—,أم قصر,Umm Qaṣr,مدينة,30.0360,47.9200,5,53179,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ميناء؛ ليست الناصرية
IQ-CITY-أربيل,العراق,أربيل,أربيل,أربيل,—,أربيل,هولير/Hewlêr,مدينة,36.1907,44.0093,410,1001219,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,عاصمة الإقليم؛ قلعة يونسكو 2014
IQ-CITY-السليمانية,العراق,السليمانية,السليمانية,السليمانية,—,السليمانية,سلێمانی,مدينة,35.5620,45.4350,850,828850,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ليست حلبجة
IQ-CITY-دهوك,العراق,دهوك,دهوك,دهوك,—,دهوك,دهۆک,مدينة,36.8670,42.9500,550,452967,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,سميل هنا لا نينوى
IQ-CITY-زاخو,العراق,دهوك,زاخو,زاخو,—,زاخو,Zākhū,مدينة,37.1440,42.6820,440,297254,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,حدود تركيا؛ ليست تلعفر
IQ-CITY-حلبجة,العراق,حلبجة,حلبجة,حلبجة,—,حلبجة,هه‌ڵه‌بجه,مدينة,35.1786,46.1536,580,75922,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,محافظة 2014؛ 1988 موثّق
IQ-CITY-كركوك,العراق,كركوك,كركوك,كركوك,—,كركوك,Kirkūk,مدينة,35.4681,44.3922,350,1249197,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,مادة 140 بحياد
IQ-CITY-النجف,العراق,النجف,النجف,النجف,—,النجف,An-Najaf,مدينة,31.9960,44.3150,70,830664,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,علي والحوزة؛ ليست كربلاء
IQ-CITY-الكوفة,العراق,النجف,الكوفة,الكوفة,—,الكوفة,Al-Kūfah,مدينة,32.0340,44.4000,30,149217,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,مسجد الكوفة؛ ليست النجف المدينة
IQ-CITY-كربلاء,العراق,كربلاء,كربلاء,كربلاء,—,كربلاء,Karbalāʾ,مدينة,32.6160,44.0250,30,784219,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,الحسين والعباس؛ ليست النجف
IQ-CITY-الحلة,العراق,بابل,الحلة,الحلة,—,الحلة,Al-Ḥillah,مدينة,32.4790,44.4330,30,470917,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,آثار بابل هنا لا بغداد
IQ-CITY-الناصرية,العراق,ذي قار,الناصرية,الناصرية,—,الناصرية,An-Nāṣirīyah,مدينة,31.0539,46.2571,10,704976,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,أور هنا لا البصرة
IQ-CITY-الرمادي,العراق,الأنبار,الرمادي,الرمادي,—,الرمادي,Ar-Ramādī,مدينة,33.4260,43.3070,50,295105,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,مركز الأنبار؛ ليست الفلوجة
IQ-CITY-الفلوجة,العراق,الأنبار,الفلوجة,الفلوجة,—,الفلوجة,Al-Fallūjah,مدينة,33.3510,43.7860,45,308457,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,أكبر من الرمادي 2024
IQ-CITY-الكوت,العراق,واسط,الكوت,الكوت,—,الكوت,Al-Kūt,مدينة,32.5130,45.8180,20,506067,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ليست العمارة
IQ-CITY-العمارة,العراق,ميسان,العمارة,العمارة,—,العمارة,Al-ʿAmārah,مدينة,31.8360,47.1450,10,668356,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,أهوار؛ أور ليست هنا
IQ-CITY-الديوانية,العراق,القادسية,الديوانية,الديوانية,—,الديوانية,Ad-Dīwānīyah,مدينة,31.9890,44.9250,20,396257,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,مركز القادسية
IQ-CITY-السماوة,العراق,المثنى,السماوة,السماوة,—,السماوة,As-Samāwah,مدينة,31.3320,45.2940,10,256689,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ليست الناصرية
IQ-CITY-بعقوبة,العراق,ديالى,بعقوبة,بعقوبة,—,بعقوبة,Baʿqūbah,مدينة,33.7460,44.6440,50,385551,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ليست بغداد
IQ-CITY-تكريت,العراق,صلاح الدين,تكريت,تكريت,—,تكريت,Tikrīt,مدينة,34.5970,43.6780,110,150628,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,المركز؛ سامراء أكبر 2024
IQ-CITY-سامراء,العراق,صلاح الدين,سامراء,سامراء,—,سامراء,Sāmarrāʾ,مدينة,34.1960,43.8850,80,203089,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,الملوية يونسكو؛ ليست بغداد
IQ-CITY-المحمودية,العراق,بغداد,المحمودية,المحمودية,—,المحمودية,Al-Maḥmūdīyah,مدينة,33.0620,44.3650,35,122384,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,محافظة بغداد لا ملف العاصمة
IQ-CITY-سنجار,العراق,نينوى,سنجار,سنجار,—,سنجار,شنگال/Sinjār,مدينة,36.3220,41.8630,520,26250,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,جبل سنجار؛ ليست دهوك ولا الموصل المدينة
IQ-CITY-خانقين,العراق,ديالى,خانقين,خانقين,—,خانقين,Khānaqīn,مدينة,34.3480,45.3870,180,101504,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ديالى عند إيران؛ ليست السليمانية
IQ-CITY-الشطرة,العراق,ذي قار,الشطرة,الشطرة,—,الشطرة,Ash-Shaṭrah,مدينة,31.4090,46.1720,10,198705,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,شمال الناصرية؛ أور ليست هنا
IQ-CITY-بيجي,العراق,صلاح الدين,بيجي,بيجي,—,بيجي,Baījī,مدينة,34.9290,43.4930,110,61604,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,مصفاة الشمال؛ ليست تكريت ولا الموصل
IQ-CITY-القرنة,العراق,البصرة,القرنة,القرنة,—,القرنة,Al-Qurnah,مدينة,31.0160,47.4340,5,134174,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ملتقى دجلة والفرات؛ أور ليست هنا
IQ-CITY-الفاو,العراق,البصرة,الفاو,الفاو,—,الفاو,Al-Fāw,مدينة,29.9740,48.4730,2,35765,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,شبه جزيرة الخليج؛ ليست أم قصر
IQ-CITY-سوران,العراق,أربيل,سوران,سوران,—,سوران,سۆران/Soran,مدينة,36.6550,44.5430,680,91589,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,أربيل الجبلية؛ ليست السليمانية
IQ-CITY-سميل,العراق,دهوك,سميل,سميل,—,سميل,سێمێل/Sêmêl,مدينة,36.8600,42.8470,480,152512,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,دهوك لا نينوى
IQ-CITY-سوقالشيوخ,العراق,ذي قار,سوق الشيوخ,سوق الشيوخ,—,سوق الشيوخ,Sūq ash-Shuyūkh,مدينة,30.8910,46.4680,5,143688,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,أهوار ذي قار؛ ليست البصرة
IQ-CITY-الحويجة,العراق,كركوك,الحويجة,الحويجة,—,الحويجة,Al-Ḥawījah,مدينة,35.3240,43.7690,200,38902,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,كركوك لا صلاح الدين
IQ-CITY-طوزخورماتو,العراق,صلاح الدين,طوز خورماتو,طوز خورماتو,—,طوز خورماتو,Ṭūz Khūrmātū,مدينة,34.8880,44.6400,220,120712,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,صلاح الدين لا كركوك؛ ليست تازة خورماتو
IQ-CITY-الرميثة,العراق,المثنى,الرميثة,الرميثة,—,الرميثة,Ar-Rumaythah,مدينة,31.5280,45.2040,10,89532,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,شمال السماوة؛ ليست الديوانية
IQ-CITY-حديثة,العراق,الأنبار,حديثة,حديثة,—,حديثة,Ḥadīthah,مدينة,34.1400,42.3770,110,56038,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,سد حديثة؛ ليست الرمادي
IQ-CITY-كويسنجق,العراق,أربيل,كويسنجق,كويسنجق,—,كويسنجق,كۆیە/Koya,مدينة,36.0830,44.6280,580,68379,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,أربيل لا السليمانية
IQ-CITY-رانية,العراق,السليمانية,رانية,رانية,—,رانية,ڕانیە/Ranya,مدينة,36.2550,44.8830,580,114173,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,دوكان؛ ليست أربيل
IQ-CITY-القائم,العراق,الأنبار,القائم,القائم,—,القائم,Al-Qāʾim,مدينة,34.3690,41.0940,175,87666,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,حدود سورية؛ ليست هيت
IQ-CITY-هيت,العراق,الأنبار,هيت,هيت,—,هيت,Hīt,مدينة,33.6370,42.8270,60,70052,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,فرات الأنبار؛ ليست القائم
IQ-CITY-المقدادية,العراق,ديالى,المقدادية,المقدادية,—,المقدادية,شهربان,مدينة,33.9790,44.9370,50,98006,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ديالى؛ ليست بعقوبة المركز
IQ-CITY-الحي,العراق,واسط,الحي,الحي,—,الحي,Al-Ḥay,مدينة,32.1740,46.0430,15,83316,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,واسط لا الحلة
IQ-CITY-عفك,العراق,القادسية,عفك,عفك,—,عفك,ʿAfak,مدينة,32.0680,45.2480,20,39350,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,نفر في القضاء لا الديوانية المدينة
IQ-CITY-دربندخان,العراق,السليمانية,دربندخان,دربندخان,—,دربندخان,دەربەندیخان,مدينة,35.1120,45.6860,500,52113,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,السد 1961؛ ليست حلبجة ولا دوكان
IQ-CITY-الشرقاط,العراق,صلاح الدين,الشرقاط,الشرقاط,—,الشرقاط,Ash-Shirqāṭ,مدينة,35.5020,43.2370,150,67339,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,آشور يونسكو 2003؛ ليست الموصل
IQ-CITY-الجبايش,العراق,ذي قار,الجبايش,الجبايش,—,الجبايش,Chibayish,مدينة,30.9550,46.9750,3,46673,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,أهوار وسطى؛ ليست البصرة
IQ-CITY-أبوالخصيب,العراق,البصرة,أبو الخصيب,أبو الخصيب,—,أبو الخصيب,Abū al-Khaṣīb,مدينة,30.4530,47.9730,5,357771,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟡,حضري قضاء واسع؛ ليست أم قصر
IQ-CITY-المسيب,العراق,بابل,المسيب,المسيب,—,المسيب,Al-Musayyab,مدينة,32.7790,44.2900,30,101873,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,بابل لا الهندية كربلاء
IQ-CITY-الهندية,العراق,كربلاء,الهندية,الهندية,—,الهندية,طويريج,مدينة,32.5430,44.2190,30,139578,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,كربلاء لا المسيب
IQ-CITY-كلار,العراق,السليمانية,كلار,كلار,—,كلار,که‌لار/Kalar,مدينة,34.6290,45.3200,200,147530,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,كرميان؛ ليست كركوك
IQ-CITY-عقرة,العراق,دهوك,عقرة,عقرة,—,عقرة,ئاکرێ/Akrê,مدينة,36.7600,43.8940,650,105370,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,دهوك لا الموصل
IQ-CITY-شقلاوة,العراق,أربيل,شقلاوة,شقلاوة,—,شقلاوة,شەقڵاوە,مدينة,36.4040,44.3210,950,32599,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,أربيل لا محافظة صلاح الدين
IQ-CITY-مخمور,العراق,نينوى,مخمور,مخمور,—,مخمور,مەخموور,مدينة,35.7760,43.5980,270,26068,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟡,جداول 2024 نينوى؛ مادة 140 بحياد
IQ-CITY-العمادية,العراق,دهوك,العمادية,العمادية,—,العمادية,ئامێدی/Amedi,مدينة,37.0920,43.4870,1400,,,غير وارد في جدول الحضري فوق 20 ألف 2024,2024,🟡,دهوك؛ بلا رقم COSIT حضري 2024
IQ-CITY-عينالتمر,العراق,كربلاء,عين التمر,عين التمر,—,عين التمر,شثاثة,مدينة,32.5670,43.4920,40,27205,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,كربلاء لا الأنبار
IQ-CITY-الرطبة,العراق,الأنبار,الرطبة,الرطبة,—,الرطبة,Ar-Ruṭbah,مدينة,33.0360,40.2850,615,30811,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,بادية؛ ليست القائم
IQ-CITY-عنة,العراق,الأنبار,عنة,عنة,—,عنة,ʿĀnah,مدينة,34.3720,41.9870,150,21675,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,البلدة القديمة غُمرت بسد حديثة
IQ-CITY-الرفاعي,العراق,ذي قار,الرفاعي,الرفاعي,—,الرفاعي,Ar-Rifāʿī,مدينة,31.7210,46.1080,10,108105,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ذي قار لا واسط
IQ-CITY-النعمانية,العراق,واسط,النعمانية,النعمانية,—,النعمانية,An-Nuʿmānīyah,مدينة,32.5530,45.4080,20,85388,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,واسط لا الحلة
IQ-CITY-الخالص,العراق,ديالى,الخالص,الخالص,—,الخالص,Al-Khāliṣ,مدينة,33.8190,44.5320,45,68793,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ديالى لا بغداد
IQ-CITY-جلولاء,العراق,ديالى,جلولاء,جلولاء,—,جلولاء,Jalawlāʾ,مدينة,34.2840,45.1770,180,63875,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ديالى؛ ليست خانقين
IQ-CITY-بلد,العراق,صلاح الدين,بلد,بلد,—,بلد,Balad,مدينة,34.0150,44.1460,50,69499,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ليست بلدروز
IQ-CITY-الصويرة,العراق,واسط,الصويرة,الصويرة,—,الصويرة,Aṣ-Ṣuwayrah,مدينة,32.9150,44.7710,25,91954,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,واسط لا الكوت حصرًا
IQ-CITY-المجرالكبير,العراق,ميسان,المجر الكبير,المجر الكبير,—,المجر الكبير,Al-Majarr al-Kabīr,مدينة,31.5830,47.1670,10,107559,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ميسان لا العمارة حصرًا
IQ-CITY-قلعةسكر,العراق,ذي قار,قلعة سكر,قلعة سكر,—,قلعة سكر,Qalʿat Sukkar,مدينة,31.8580,46.0770,10,72128,2024,تعداد 25 نوفمبر 2024 COSIT/citypopulation,2024,🟢,ذي قار؛ ليست قلعة صالح
IQ-BA-BSR-C,العراق,البصرة,البصرة,مركز قضاء البصرة,—,مركز قضاء البصرة,—,ناحية,,,,1273623,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء البصرة؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-BSR-HAR,العراق,البصرة,البصرة,ناحية الهارثة,—,ناحية الهارثة,—,ناحية,,,,162630,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء البصرة؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-ABK-C,العراق,البصرة,أبو الخصيب,مركز قضاء أبي الخصيب,—,مركز قضاء أبي الخصيب,—,ناحية,,,,212989,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء أبو الخصيب؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-ABK-SIB,العراق,البصرة,أبو الخصيب,ناحية السيبة,—,ناحية السيبة,—,ناحية,,,,10686,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء أبو الخصيب؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-ZBR-C,العراق,البصرة,الزبير,مركز قضاء الزبير,—,مركز قضاء الزبير,—,ناحية,,,,393810,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء الزبير؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-ZBR-SAF,العراق,البصرة,الزبير,ناحية سفوان,—,ناحية سفوان,—,ناحية,,,,57111,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء الزبير؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-ZBR-UMQ,العراق,البصرة,الزبير,ناحية أم قصر,—,ناحية أم قصر,—,ناحية,,,,60303,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء الزبير؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-QRN-C,العراق,البصرة,القرنة,مركز قضاء القرنة,—,مركز قضاء القرنة,—,ناحية,,,,142045,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء القرنة؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-QRN-DIR,العراق,البصرة,القرنة,ناحية الدير,—,ناحية الدير,—,ناحية,,,,106107,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء القرنة؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-QRN-THG,العراق,البصرة,القرنة,ناحية الثغر,—,ناحية الثغر,—,ناحية,,,,37921,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء القرنة؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-FAW-C,العراق,البصرة,الفاو,مركز قضاء الفاو,—,مركز قضاء الفاو,—,ناحية,,,,42252,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء الفاو؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-SHT-C,العراق,البصرة,شط العرب,مركز قضاء شط العرب,—,مركز قضاء شط العرب,—,ناحية,,,,141362,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء شط العرب؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-SHT-NSH,العراق,البصرة,شط العرب,ناحية النشوة,—,ناحية النشوة,—,ناحية,,,,33011,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء شط العرب؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-MDN-C,العراق,البصرة,المدينة,مركز قضاء المدينة,—,مركز قضاء المدينة,—,ناحية,,,,78482,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء المدينة؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-MDN-AZZ,العراق,البصرة,المدينة,ناحية عز الدين سليم,—,ناحية عز الدين سليم,—,ناحية,,,,68293,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء المدينة؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BA-MDN-SAD,العراق,البصرة,المدينة,ناحية الإمام الصادق,—,ناحية الإمام الصادق,—,ناحية,,,,87866,—,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟢,قضاء المدينة؛ سنة التعداد غير مصرَّحة في المصدر
IQ-BG-RUS,العراق,بغداد,الرصافة,—,—,الرصافة,—,قضاء,,,,,,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟡,جانب الرصافة — لا رقم سكاني منشور بالقضاء
IQ-BG-ADH,العراق,بغداد,الأعظمية,—,—,الأعظمية,—,قضاء,,,,,,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟡,جانب الرصافة؛ جامع أبي حنيفة — لا رقم سكاني منشور بالقضاء
IQ-BG-SD1,العراق,بغداد,الصدر الأولى,—,—,الصدر الأولى,—,قضاء,,,,,,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟡,جانب الرصافة — لا رقم سكاني منشور بالقضاء
IQ-BG-SD2,العراق,بغداد,الصدر الثانية,—,—,الصدر الثانية,—,قضاء,,,,,,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟡,جانب الرصافة — لا رقم سكاني منشور بالقضاء
IQ-BG-SHB,العراق,بغداد,الشعب,—,—,الشعب,—,قضاء,,,,,,الجهاز المركزي للإحصاء / وزارة التخطيط العراقية,—,🟡,جانب الرصافة — لا رقم سكاني منشور بالقضاء
