id,الدولة,الوحدة_الإدارية_العليا,المستوى_الثاني,المدينة_أو_القرية,الحي_أو_الحارة,الاسم_المحلي,الأسماء_البديلة,النوع,خط_العرض,خط_الطول,الارتفاع_م,السكان,سنة_السكان,المصدر,تاريخ_المصدر,درجة_الثقة,ملاحظات
SY-TA,سوريا,طرطوس,—,طرطوس,—,طرطوس,طرطوس/طرطوسة,محافظة+مدينة,34.8881,35.8867,10,785000,2010,المكتب المركزي للإحصاء سوريا,2010,🟢,ميناء + أرواد + علويون
SY-RQ,سوريا,الرقة,—,الرقة,—,الرقة,الرقة,محافظة+مدينة,35.9500,38.9997,250,919000,2010,المكتب المركزي للإحصاء سوريا,2010,🟢,الفرات + الرقة العباسية + داعش 2014-2017
SY-DE,سوريا,دير الزور,—,دير الزور,—,دير الزور,دير الزور/ديرالزور,محافظة+مدينة,35.3360,40.1433,200,1200500,2010,المكتب المركزي للإحصاء سوريا,2010,🟢,الفرات + قبائل (العقيدات) + نفط
SY-HK,سوريا,الحسكة,—,الحسكة,—,الحسكة,الحسكة/الجزيرة,محافظة+مدينة,36.5077,40.7497,300,1272702,2010,المكتب المركزي للإحصاء سوريا,2010,🟡,الجزيرة + أكراد + سلة الغذاء + نفط
SY-RD-MRK,سوريا,ريف دمشق,مركز ريف دمشق,—,—,مركز ريف دمشق,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,ببيلا · جرمانا · عربين · الكسوة · كفر بطنا · المليحة — لا أرقام سكانية بعد النزوح
SY-RD-DUM,سوريا,ريف دمشق,دوما,—,—,دوما,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,دوما · حران العواميد · حرستا · سبع بيار · الضمير · الغزلانية · النشابية — الغوطة الشرقية — لا أرقام سكانية بعد النزوح
SY-RD-QTF,سوريا,ريف دمشق,القطيفة,—,—,القطيفة,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,القطيفة · جيرود · الرحيبة · معلولا — الآرامية المحكية — لا أرقام سكانية بعد النزوح
SY-RD-TAL,سوريا,ريف دمشق,التل,—,—,التل,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,التل · رنكوس · صيدنايا — لا أرقام سكانية بعد النزوح
SY-RD-YBR,سوريا,ريف دمشق,يبرود,—,—,يبرود,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,يبرود · عسال الورد — لا أرقام سكانية بعد النزوح
SY-RD-NBK,سوريا,ريف دمشق,النبك,—,—,النبك,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,النبك — القلمون — لا أرقام سكانية بعد النزوح
SY-RD-ZBD,سوريا,ريف دمشق,الزبداني,—,—,الزبداني,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,الزبداني — مصايف حدودية — لا أرقام سكانية بعد النزوح
SY-RD-QTN,سوريا,ريف دمشق,قطنا,—,—,قطنا,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,قطنا — لا أرقام سكانية بعد النزوح
SY-RD-DAR,سوريا,ريف دمشق,داريا,—,—,داريا,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,داريا — لا أرقام سكانية بعد النزوح
SY-RD-QDS,سوريا,ريف دمشق,قدسيا,—,—,قدسيا,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,مستحدثة فبراير 2009 من مركز ريف دمشق والزبداني — لا أرقام سكانية بعد النزوح
SY-HL-JBS,سوريا,حلب,جبل سمعان,—,—,جبل سمعان,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,مدينة حلب ومحيطها — تراث يونسكو 1986 — لا أرقام سكانية بالمنطقة
SY-HL-AZZ,سوريا,حلب,أعزاز,—,—,أعزاز,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,حدودية مع تركيا — لا أرقام سكانية بالمنطقة
SY-HL-ATR,سوريا,حلب,الأتارب,—,—,الأتارب,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,غربًا — لا أرقام سكانية بالمنطقة
SY-HL-BAB,سوريا,حلب,الباب,—,—,الباب,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,شرقًا — لا أرقام سكانية بالمنطقة
SY-HL-JRB,سوريا,حلب,جرابلس,—,—,جرابلس,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,على الفرات — لا أرقام سكانية بالمنطقة
SY-HL-DHF,سوريا,حلب,دير حافر,—,—,دير حافر,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,شرقًا — لا أرقام سكانية بالمنطقة
SY-HL-SFR,سوريا,حلب,السفيرة,—,—,السفيرة,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,جنوب شرق — لا أرقام سكانية بالمنطقة
SY-HL-AFR,سوريا,حلب,عفرين,—,—,عفرين,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,أغلبية كردية — لا أرقام سكانية بالمنطقة
SY-HL-AYA,سوريا,حلب,عين العرب,—,—,عين العرب,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,كوباني — أغلبية كردية — لا أرقام سكانية بالمنطقة
SY-HL-MNB,سوريا,حلب,منبج,—,—,منبج,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,على الفرات — قلعة نجم — لا أرقام سكانية بالمنطقة
SY-HL-TLR,سوريا,حلب,تل رفعت,—,—,تل رفعت,—,منطقة,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,2010,🟡,يرد في بعض القوائم دون غيرها — لا أرقام سكانية بالمنطقة
SY-DM-BTM,سوريا,دمشق,—,دمشق,باب توما,باب توما,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,حي مسيحي تاريخي
SY-DM-BSH,سوريا,دمشق,—,دمشق,باب شرقي,باب شرقي,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,الباب الروماني الوحيد الباقي
SY-DM-QYM,سوريا,دمشق,—,دمشق,القيمرية,القيمرية,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,مختلط
SY-DM-SHG,سوريا,دمشق,—,دمشق,الشاغور,الشاغور,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,إسلامي عريق
SY-DM-MYD,سوريا,دمشق,—,دمشق,الميدان,الميدان,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,امتد خارج السور على طريق الحج
SY-DM-AMR,سوريا,دمشق,—,دمشق,العمارة,العمارة,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,ملاصق للجامع الأموي
SY-DM-AMN,سوريا,دمشق,—,دمشق,الأمين,الأمين,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,شيعي تاريخي
SY-DM-SLH,سوريا,دمشق,—,دمشق,الصالحية,الصالحية,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,أسسها المقادسة القرن 12م على سفح قاسيون
SY-DM-SRJ,سوريا,دمشق,—,دمشق,سوق ساروجة,سوق ساروجة,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,إسطنبول الصغرى — عمارة عثمانية
SY-DM-MZE,سوريا,دمشق,—,دمشق,المزة,المزة,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,حديث
SY-DM-MLK,سوريا,دمشق,—,دمشق,المالكي,المالكي,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,حديث
SY-DM-KFR,سوريا,دمشق,—,دمشق,كفرسوسة,كفرسوسة,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,حديث
SY-DM-YRM,سوريا,دمشق,—,دمشق,مخيم اليرموك,مخيم اليرموك,—,حي,,,,,,المكتب المركزي للإحصاء السوري / قانون الإدارة المحلية,—,🟡,"أكبر تجمع فلسطيني في سوريا — ~160,000 قبل 2011"
SY-DQ-01,سوريا,دمشق,—,دمشق,باب توما,باب توما,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,حي مسيحي؛ سُمي بأحد أبواب دمشق السبعة الرومانية؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-02,سوريا,دمشق,—,دمشق,باب شرقي,باب شرقي,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,حي مسيحي؛ الباب الروماني الوحيد الباقي على حاله؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-03,سوريا,دمشق,—,دمشق,القيمرية,القيمرية,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,مختلط؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-04,سوريا,دمشق,—,دمشق,الشاغور,الشاغور,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,إسلامي عريق؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-05,سوريا,دمشق,—,دمشق,العمارة,العمارة,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,ملاصق للجامع الأموي؛ مقام السيدة رقية؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-06,سوريا,دمشق,—,دمشق,حي الأمين,حي الأمين,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,شيعي تاريخي؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-07,سوريا,دمشق,—,دمشق,حارة اليهود,حارة اليهود,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,🔴 الحي اليهودي التاريخي — خلا من سكانه بعد 1992؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-08,سوريا,دمشق,—,دمشق,الميدان,الميدان,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,امتد خارج السور جنوبًا على طريق الحج؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-09,سوريا,دمشق,—,دمشق,الصالحية,الصالحية,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,خارج السور شمالًا على سفح قاسيون؛ أسسها المهاجرون المقادسة في القرن 12م؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-10,سوريا,دمشق,—,دمشق,سوق ساروجة,سوق ساروجة,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,إسطنبول الصغرى — عمارة عثمانية؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-11,سوريا,دمشق,—,دمشق,البزورية,البزورية,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,قصر العظم 1749م؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-12,سوريا,دمشق,—,دمشق,باب الجابية,باب الجابية,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,قلعة دمشق؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-13,سوريا,دمشق,—,دمشق,باب الصغير,باب الصغير,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,مقبرة باب الصغير — مدافن صحابة وآل بيت؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-14,سوريا,دمشق,—,دمشق,باب السلام,باب السلام,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,من أبواب دمشق السبعة؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-15,سوريا,دمشق,—,دمشق,باب كيسان,باب كيسان,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,من أبواب دمشق السبعة؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
SY-DQ-16,سوريا,دمشق,—,دمشق,باب الفراديس,باب الفراديس,—,حارة,,,,,,محافظة دمشق / يونسكو 1979,—,🟡,من أبواب دمشق السبعة؛ دمشق القديمة تراث يونسكو 1979 وقائمة الخطر 2013
