id,الدولة,الوحدة_الإدارية_العليا,المستوى_الثاني,المدينة_أو_القرية,الحي_أو_الحارة,الاسم_المحلي,الأسماء_البديلة,النوع,خط_العرض,خط_الطول,الارتفاع_م,السكان,سنة_السكان,المصدر,تاريخ_المصدر,درجة_الثقة,ملاحظات
TN-82,تونس,مدنين,—,مدنين,—,مدنين,Médenine,ولاية,33.3549,10.5055,30,479520,2014,INS 2014 (2024: 537255 🟡),2014,🟢,جربة يونسكو 2023
TN-83,تونس,تطاوين,—,تطاوين,—,تطاوين,Tataouine,ولاية,32.9297,10.4518,260,149453,2014,INS 2014 (2024: 162654 🟡),2014,🟢,أكبر مساحة 38889 كم²
TN-71,تونس,قفصة,—,قفصة,—,قفصة,Gafsa,ولاية,34.4250,8.7842,330,337331,2014,INS 2014 (2024: 388776 🟡),2014,🟢,الحوض المنجمي
TN-72,تونس,توزر,—,توزر,—,توزر,Tozeur,ولاية,33.9197,8.1335,90,107912,2014,INS 2014 (2024: 120036 🟡),2014,🟢,أقل سكانًا؛ الشابي
TN-73,تونس,قبلي,—,قبلي,—,قبلي,Kébili,ولاية,33.7044,8.9690,60,156961,2014,INS 2014 (2024: 183201 🟡),2014,🟢,1981؛ شط الجريد ودوز
TN-W-تونس,تونس,تونس,—,—,—,تونس,—,ولاية,,,,1056247,2014,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,288 كم²؛ 21 معتمدية؛ الكثافة 3667.52 ن/كم²
TN-001,تونس,تونس,قرطاج,—,—,قرطاج,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,موقع قرطاج — يونسكو 1979
TN-002,تونس,تونس,المدينة,—,—,المدينة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,مدينة تونس العتيقة — يونسكو 1979
TN-003,تونس,تونس,باب البحر,—,—,باب البحر,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-004,تونس,تونس,باب سويقة,—,—,باب سويقة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-005,تونس,تونس,العمران,—,—,العمران,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-006,تونس,تونس,العمران الأعلى,—,—,العمران الأعلى,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-007,تونس,تونس,التحرير,—,—,التحرير,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-008,تونس,تونس,المنزه,—,—,المنزه,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-009,تونس,تونس,حي الخضراء,—,—,حي الخضراء,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-010,تونس,تونس,باردو,—,—,باردو,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-011,تونس,تونس,السيجومي,—,—,السيجومي,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-012,تونس,تونس,الزهور,—,—,الزهور,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-013,تونس,تونس,الحرائرية,—,—,الحرائرية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-014,تونس,تونس,سيدي حسين,—,—,سيدي حسين,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-015,تونس,تونس,الوردية,—,—,الوردية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-016,تونس,تونس,الكبارية,—,—,الكبارية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-017,تونس,تونس,سيدي البشير,—,—,سيدي البشير,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-018,تونس,تونس,جبل الجلود,—,—,جبل الجلود,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-019,تونس,تونس,حلق الوادي,—,—,حلق الوادي,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-020,تونس,تونس,الكرم,—,—,الكرم,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-021,تونس,تونس,المرسى,—,—,المرسى,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-W-أريانة,تونس,أريانة,—,—,—,أريانة,—,ولاية,,,,576088,2014,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,482 كم²؛ 7 معتمدية؛ الكثافة 1195.2 ن/كم²
TN-022,تونس,أريانة,أريانة المدينة,—,—,أريانة المدينة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-023,تونس,أريانة,سكرة,—,—,سكرة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-024,تونس,أريانة,رواد,—,—,رواد,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-025,تونس,أريانة,قلعة الأندلس,—,—,قلعة الأندلس,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-026,تونس,أريانة,سيدي ثابت,—,—,سيدي ثابت,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-027,تونس,أريانة,حي التضامن,—,—,حي التضامن,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-028,تونس,أريانة,المنيهلة,—,—,المنيهلة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-W-منوبة,تونس,منوبة,—,—,—,منوبة,—,ولاية,,,,379518,2014,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,1137 كم²؛ 8 معتمدية؛ الكثافة 333.79 ن/كم²
TN-029,تونس,منوبة,منوبة,—,—,منوبة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-030,تونس,منوبة,وادي الليل,—,—,وادي الليل,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-031,تونس,منوبة,طبربة,—,—,طبربة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-032,تونس,منوبة,البطان,—,—,البطان,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-033,تونس,منوبة,الجديدة,—,—,الجديدة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-034,تونس,منوبة,المرناقية,—,—,المرناقية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-035,تونس,منوبة,برج العامري,—,—,برج العامري,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-036,تونس,منوبة,دوار هيشر,—,—,دوار هيشر,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-W-بن عروس,تونس,بن عروس,—,—,—,بن عروس,—,ولاية,,,,631842,2014,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,761 كم²؛ 12 معتمدية؛ الكثافة 830.28 ن/كم²
TN-037,تونس,بن عروس,بن عروس,—,—,بن عروس,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-038,تونس,بن عروس,المدينة الجديدة,—,—,المدينة الجديدة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-039,تونس,بن عروس,المروج,—,—,المروج,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-040,تونس,بن عروس,حمام الأنف,—,—,حمام الأنف,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-041,تونس,بن عروس,حمام الشط,—,—,حمام الشط,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-042,تونس,بن عروس,بومهل البساتين,—,—,بومهل البساتين,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-043,تونس,بن عروس,الزهراء,—,—,الزهراء,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-044,تونس,بن عروس,رادس,—,—,رادس,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-045,تونس,بن عروس,مقرين,—,—,مقرين,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-046,تونس,بن عروس,المحمدية,—,—,المحمدية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-047,تونس,بن عروس,فوشانة,—,—,فوشانة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-048,تونس,بن عروس,مرناق,—,—,مرناق,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-W-نابل,تونس,نابل,—,—,—,نابل,—,ولاية,,,,787920,2014,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,2788 كم²؛ 16 معتمدية؛ الكثافة 282.61 ن/كم²
TN-049,تونس,نابل,نابل,—,—,نابل,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-050,تونس,نابل,دار شعبان الفهري,—,—,دار شعبان الفهري,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-051,تونس,نابل,بني خيار,—,—,بني خيار,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-052,تونس,نابل,قربة,—,—,قربة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-053,تونس,نابل,منزل تميم,—,—,منزل تميم,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-054,تونس,نابل,الميدة,—,—,الميدة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-055,تونس,نابل,قليبية,—,—,قليبية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-056,تونس,نابل,حمام الأغزاز,—,—,حمام الأغزاز,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-057,تونس,نابل,الهوارية,—,—,الهوارية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,كركوان البونية — يونسكو 1985
TN-058,تونس,نابل,تاكلسة,—,—,تاكلسة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-059,تونس,نابل,سليمان,—,—,سليمان,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-060,تونس,نابل,منزل بوزلفة,—,—,منزل بوزلفة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-061,تونس,نابل,بني خلاد,—,—,بني خلاد,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-062,تونس,نابل,قرمبالية,—,—,قرمبالية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-063,تونس,نابل,بوعرقوب,—,—,بوعرقوب,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-064,تونس,نابل,الحمامات,—,—,الحمامات,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-W-بنزرت,تونس,بنزرت,—,—,—,بنزرت,—,ولاية,,,,568219,2014,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,3750 كم²؛ 14 معتمدية؛ الكثافة 151.53 ن/كم²
TN-065,تونس,بنزرت,بنزرت الشمالية,—,—,بنزرت الشمالية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-066,تونس,بنزرت,جرزونة,—,—,جرزونة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-067,تونس,بنزرت,بنزرت الجنوبية,—,—,بنزرت الجنوبية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-068,تونس,بنزرت,سجنان,—,—,سجنان,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-069,تونس,بنزرت,جومين,—,—,جومين,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-070,تونس,بنزرت,ماطر,—,—,ماطر,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-071,تونس,بنزرت,غزالة,—,—,غزالة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-072,تونس,بنزرت,منزل بورقيبة,—,—,منزل بورقيبة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-073,تونس,بنزرت,تينجة,—,—,تينجة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-074,تونس,بنزرت,أوتيك,—,—,أوتيك,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-075,تونس,بنزرت,غار الملح,—,—,غار الملح,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-076,تونس,بنزرت,منزل جميل,—,—,منزل جميل,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-077,تونس,بنزرت,العالية,—,—,العالية,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-078,تونس,بنزرت,رأس الجبل,—,—,رأس الجبل,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-W-زغوان,تونس,زغوان,—,—,—,زغوان,—,ولاية,,,,176945,2014,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,2820 كم²؛ 6 معتمدية؛ الكثافة 62.75 ن/كم²
TN-079,تونس,زغوان,زغوان,—,—,زغوان,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-080,تونس,زغوان,الزريبة,—,—,الزريبة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-081,تونس,زغوان,بئر مشارقة,—,—,بئر مشارقة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-082,تونس,زغوان,الفحص,—,—,الفحص,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-083,تونس,زغوان,الناظور,—,—,الناظور,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-084,تونس,زغوان,صواف,—,—,صواف,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-W-سوسة,تونس,سوسة,—,—,—,سوسة,—,ولاية,,,,674971,2014,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,2669 كم²؛ 16 معتمدية؛ الكثافة 252.89 ن/كم²
TN-085,تونس,سوسة,سوسة المدينة,—,—,سوسة المدينة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,سوسة العتيقة — يونسكو 1988
TN-086,تونس,سوسة,الزاوية القصيبة الثريات,—,—,الزاوية القصيبة الثريات,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-087,تونس,سوسة,سوسة الرياض,—,—,سوسة الرياض,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-088,تونس,سوسة,سوسة جوهرة,—,—,سوسة جوهرة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-089,تونس,سوسة,سوسة سيدي عبد الحميد,—,—,سوسة سيدي عبد الحميد,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-090,تونس,سوسة,حمام سوسة,—,—,حمام سوسة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-091,تونس,سوسة,أكودة,—,—,أكودة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-092,تونس,سوسة,القلعة الكبرى,—,—,القلعة الكبرى,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-093,تونس,سوسة,سيدي بوعلي,—,—,سيدي بوعلي,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-094,تونس,سوسة,هرقلة,—,—,هرقلة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-095,تونس,سوسة,النفيضة,—,—,النفيضة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
TN-096,تونس,سوسة,بوفيشة,—,—,بوفيشة,—,معتمدية,,,,,,بوابة البيانات المفتوحة — وزارة الداخلية التونسية / المعهد الوطني للإحصاء (تعداد 2014),2014,🟢,
