id,schema_version,status,source_id,entity_id,kind,language,name,script,source_locator,valid_from,valid_to
ALS-04DD2183BB805170,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-GOVERNORATE-0D738EAC753C,official_variant,fr,Kef,Latn,ADM2 row / research governorate code 23,,
ALS-0522B0FC6ABE5A33,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1512,official_variant,fr,Dar Chaabane El Fehri,Latn,January 2024 workbook row: governorate 15; municipality code 1512,,
ALS-0530FF3FBEBB5B58,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-EFAC1514C55E,official_variant,fr,Zermadine,Latn,ADM3 row / dated 264-delegation research code 3254,,
ALS-053759F90A1F517C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34641330,official_variant,fr,El Khadhra,Latn,ADM4 row / research sector code 34641330; dated ADM3 parent 3464,,
ALS-054630869434562C,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1537,official_variant,fr,Sidi Jedidi,Latn,January 2024 workbook row: governorate 15; municipality code 1537,,
ALS-05505FD962275A2D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-53511857,official_variant,fr,El Maouna,Latn,ADM4 row / research sector code 53511857; dated ADM3 parent 5351,,
ALS-0561812978C65602,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-D2E46DB3C8BC,official_variant,fr,Kalâat Khasbah,Latn,ADM3 row / dated 264-delegation research code 2357,,
ALS-056209EC7C555AA5,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-32521058,official_variant,fr,Ouerdanine Nord,Latn,ADM4 row / research sector code 32521058; dated ADM3 parent 3252,,
ALS-0573FC8EFF31582E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2252691,official_variant,fr,El Hédi Ben Hassine,Latn,ADM4 row / research sector code 2252691; dated ADM3 parent 2252,,
ALS-05747841F74357E6,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-GOVERNORATE-5BC9A7217C8C,official_variant,fr,Monastir,Latn,ADM2 row / research governorate code 32,,
ALS-05944EA534BE5113,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2151580,official_variant,fr,Zouabi,Latn,ADM4 row / research sector code 2151580; dated ADM3 parent 2151,,
ALS-05F80627264C592D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43621681,official_variant,fr,Ech-Cheouachia,Latn,ADM4 row / research sector code 43621681; dated ADM3 parent 4362,,
ALS-0608CEC9310E5AF8,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41511363,official_variant,fr,El Ghabet,Latn,ADM4 row / research sector code 41511363; dated ADM3 parent 4151,,
ALS-060F665FE92F5985,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-11621484,official_variant,fr,Ezzouhour Ouest (4),Latn,ADM4 row / research sector code 11621484; dated ADM3 parent 4253,,
ALS-061EFABC69915451,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2452869,official_variant,fr,Marj Mokaddem,Latn,ADM4 row / research sector code 2452869; dated ADM3 parent 2452,,
ALS-0634121CB9D85821,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42631566,official_variant,fr,Majel Bel Abbes Sud,Latn,ADM4 row / research sector code 42631566; dated ADM3 parent 4263,,
ALS-06391EE46F3459F8,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-115553,official_variant,fr,Djebel El Ahmar,Latn,ADM4 row / research sector code 115553; dated ADM3 parent 1155,,
ALS-0662B10F11AF59C8,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-LIWA-C10C1AF7E34A,transliteration,en,Qasabat Zarqa,Latn,"Regulation No. 46 of 2000, Article 9; Liwa قصبة الزرقاء clause",,
ALS-06886FF7704A5B74,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1252169,official_variant,fr,Dar Fadhal,Latn,ADM4 row / research sector code 1252169; dated ADM3 parent 1252,,
ALS-0690F1D0A09F5079,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1169137,official_variant,fr,La Goulette,Latn,ADM4 row / research sector code 1169137; dated ADM3 parent 1169,,
ALS-06BB517FF5A65519,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-51571728,official_variant,fr,El Behaïer,Latn,ADM4 row / research sector code 51571728; dated ADM3 parent 5157,,
ALS-06F6E8B972BA52B2,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41571429,official_variant,fr,Ouled Amor,Latn,ADM4 row / research sector code 41571429; dated ADM3 parent 4157,,
ALS-06FCBA1C47185525,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34511236,official_variant,fr,Sidi Abbès,Latn,ADM4 row / research sector code 34511236; dated ADM3 parent 3451,,
ALS-071DA2B5841B5B07,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1757530,official_variant,fr,El Arab,Latn,ADM4 row / research sector code 1757530; dated ADM3 parent 1757,,
ALS-07227FBD27FE51F3,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-61541935,official_variant,fr,Cité Essourour,Latn,ADM4 row / research sector code 61541935; dated ADM3 parent 6154,,
ALS-0724BCAE237D5AED,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42611549,official_variant,fr,El Brika,Latn,ADM4 row / research sector code 42611549; dated ADM3 parent 4261,,
ALS-0730FAE8A3DC56CC,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-LIWA-7A4FC57A24E4,transliteration,en,Ayy,Latn,"Regulation No. 46 of 2000, Article 7; Liwa عي clause",,
ALS-073EE296A39759C4,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43511579,official_variant,fr,Oum El Adham (2),Latn,ADM4 row / research sector code 43511579; dated ADM3 parent 4351,,
ALS-074F48C3879D5D48,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2252690,official_variant,fr,El Ferdous,Latn,ADM4 row / research sector code 2252690; dated ADM3 parent 2252,,
ALS-075313408B255386,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33601213,official_variant,fr,Es-Sâada,Latn,ADM4 row / research sector code 33601213; dated ADM3 parent 3360,,
ALS-07539649F08C5967,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41611457,official_variant,fr,El Ketitir,Latn,ADM4 row / research sector code 41611457; dated ADM3 parent 4161,,
ALS-0764DB2ED9BB57BC,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2255725,official_variant,fr,Er-Rouïi,Latn,ADM4 row / research sector code 2255725; dated ADM3 parent 2255,,
ALS-076B968143875009,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1353221,official_variant,fr,El Mourouj (5),Latn,ADM4 row / research sector code 1353221; dated ADM3 parent 1353,,
ALS-0778E78BA0B05DDA,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1615,official_variant,fr,El Fahs,Latn,January 2024 workbook row: governorate 16; municipality code 1615,,
ALS-07B0646BD2AE53D3,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2256729,official_variant,fr,Fernana,Latn,ADM4 row / research sector code 2256729; dated ADM3 parent 2256,,
ALS-07C7E96AB2F757C6,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1562395,official_variant,fr,Menzel Bou Zelfa Nord,Latn,ADM4 row / research sector code 1562395; dated ADM3 parent 1562,,
ALS-07DF32D677C15E21,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41511352,official_variant,fr,El Ansar,Latn,ADM4 row / research sector code 41511352; dated ADM3 parent 4151,,
ALS-08095EDB2A4855A6,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1752491,official_variant,fr,Zarzouna Sud,Latn,ADM4 row / research sector code 1752491; dated ADM3 parent 1752,,
ALS-082ABF9DF09B585F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1654459,official_variant,fr,El Ghrifet,Latn,ADM4 row / research sector code 1654459; dated ADM3 parent 1654,,
ALS-082C20E87BB55DE8,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-D06EBCEA26BA,official_variant,fr,Bouficha,Latn,ADM3 row / dated 264-delegation research code 3161,,
ALS-08346FEF9DAE5F95,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-6F8D6872B9E9,official_variant,fr,Bir El Hafey,Latn,ADM3 row / dated 264-delegation research code 4355,,
ALS-0834750E15435FC7,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-31641037,official_variant,fr,El Kebline,Latn,ADM4 row / research sector code 31641037; dated ADM3 parent 3164,,
ALS-0847BD5BF903571F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-32581095,official_variant,fr,Moknine Nord,Latn,ADM4 row / research sector code 32581095; dated ADM3 parent 3258,,
ALS-084F036A7C0053FE,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-63569999,official_variant,fr,Bechni-Eddorjine,Latn,ADM4 row / research sector code 63569999; dated ADM3 parent 6356,,
ALS-085652BC6A8F5EEE,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52541797,official_variant,fr,Neffatia,Latn,ADM4 row / research sector code 52541797; dated ADM3 parent 5254,,
ALS-0860289177035908,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33601207,official_variant,fr,Oued Béja Nord,Latn,ADM4 row / research sector code 33601207; dated ADM3 parent 3360,,
ALS-0865C5E2D9505AD9,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1651431,official_variant,fr,Mograne,Latn,ADM4 row / research sector code 1651431; dated ADM3 parent 1651,,
ALS-0867EB4B9C4B568F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-62511998,official_variant,fr,El Hadher,Latn,ADM4 row / research sector code 62511998; dated ADM3 parent 6251,,
ALS-08919F5347995A0E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-116568,official_variant,fr,Bou-Gatfa,Latn,ADM4 row / research sector code 116568; dated ADM3 parent 1165,,
ALS-08C5CC39FE555C52,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52551800,official_variant,fr,Zarzis,Latn,ADM4 row / research sector code 52551800; dated ADM3 parent 5255,,
ALS-0902F74DE90C5373,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1763567,official_variant,fr,El Alia Nord,Latn,ADM4 row / research sector code 1763567; dated ADM3 parent 1763,,
ALS-091C91F003515179,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-63512034,official_variant,fr,Janoura,Latn,ADM4 row / research sector code 63512034; dated ADM3 parent 6351,,
ALS-0931B85A701A50ED,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1559381,official_variant,fr,Tazaghrane Ouest,Latn,ADM4 row / research sector code 1559381; dated ADM3 parent 1559,,
ALS-095B8D450C315617,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2457911,official_variant,fr,Chouarnia,Latn,ADM4 row / research sector code 2457911; dated ADM3 parent 2457,,
ALS-095E06C7665A5208,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-1172E32A37EA,official_variant,fr,Ksibet El Mediouni,Latn,ADM3 row / dated 264-delegation research code 3262,,
ALS-0988FB3C91055F13,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3322,official_variant,fr,Sidi Alouane,Latn,January 2024 workbook row: governorate 33; municipality code 3322,,
ALS-098FDFD721AD558C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-9571A404E72D,official_variant,fr,Smâr,Latn,ADM3 row / dated 264-delegation research code 5353,,
ALS-099E67259568599C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-3155968,official_variant,fr,Bir Moussa,Latn,ADM4 row / research sector code 3155968; dated ADM3 parent 3155,,
ALS-09A0FBED666756E5,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34511232,official_variant,fr,Aïn Chaikh Rouhou,Latn,ADM4 row / research sector code 34511232; dated ADM3 parent 3451,,
ALS-09B426C5026D5BBB,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-F3529789545D,official_variant,fr,Menzel Bourguiba,Latn,ADM3 row / dated 264-delegation research code 1758,,
ALS-09C86C352E625C61,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52551806,official_variant,fr,Oued Ettieb,Latn,ADM4 row / research sector code 52551806; dated ADM3 parent 5255,,
ALS-09D1F9D0C7EC5D33,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52521768,official_variant,fr,Hessi Amor,Latn,ADM4 row / research sector code 52521768; dated ADM3 parent 5252,,
ALS-09D9E7ECAB9B50CF,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1566423,official_variant,fr,Hammamet Nord,Latn,ADM4 row / research sector code 1566423; dated ADM3 parent 1566,,
ALS-09F70C1E2F4454C2,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2251679,official_variant,fr,Jendouba Sud,Latn,ADM4 row / research sector code 2251679; dated ADM3 parent 2251,,
ALS-09FA901F21285111,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1257205,official_variant,fr,El Bassatine,Latn,ADM4 row / research sector code 1257205; dated ADM3 parent 1257,,
ALS-09FB973766715D9D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33531149,official_variant,fr,Ouled Chamekh Sud,Latn,ADM4 row / research sector code 33531149; dated ADM3 parent 3353,,
ALS-0A01AD6500775775,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1763569,official_variant,fr,El Khetmine,Latn,ADM4 row / research sector code 1763569; dated ADM3 parent 1763,,
ALS-0A264584E8CB56B6,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3225,official_variant,fr,Moknine,Latn,January 2024 workbook row: governorate 32; municipality code 3225,,
ALS-0A3FCED12F405F52,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1362279,official_variant,fr,Errisala,Latn,ADM4 row / research sector code 1362279; dated ADM3 parent 1362,,
ALS-0A8A055098575427,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-B06C74E3ED6B,official_variant,fr,Sned,Latn,ADM3 row / dated 264-delegation research code 6161,,
ALS-0A8F5FC2E5B353D4,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43611672,official_variant,fr,Essaïda Est,Latn,ADM4 row / research sector code 43611672; dated ADM3 parent 4361,,
ALS-0A9F5274D0C455B6,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1563401,official_variant,fr,Kobba El Kebira,Latn,ADM4 row / research sector code 1563401; dated ADM3 parent 1563,,
ALS-0ABAD09A9547511C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52531783,official_variant,fr,El Menzela,Latn,ADM4 row / research sector code 52531783; dated ADM3 parent 5253,,
ALS-0ABC54F903605398,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33541159,official_variant,fr,Ech-Chahda Sud,Latn,ADM4 row / research sector code 33541159; dated ADM3 parent 3354,,
ALS-0AD886B6A6A15D6B,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42551501,official_variant,fr,EL Mezara,Latn,ADM4 row / research sector code 42551501; dated ADM3 parent 4255,,
ALS-0B1815C871125917,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-63522041,official_variant,fr,Tenbib,Latn,ADM4 row / research sector code 63522041; dated ADM3 parent 6352,,
ALS-0B28F46BC6845FB1,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1563398,official_variant,fr,Beni Khalled Nord,Latn,ADM4 row / research sector code 1563398; dated ADM3 parent 1563,,
ALS-0B34058564865BE0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41541400,official_variant,fr,Serdiana,Latn,ADM4 row / research sector code 41541400; dated ADM3 parent 4154,,
ALS-0B7DDDD404195C99,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-3155966,official_variant,fr,EL Medina,Latn,ADM4 row / research sector code 3155966; dated ADM3 parent 3155,,
ALS-0B824C2EBC3853E2,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1352217,official_variant,fr,Errabta,Latn,ADM4 row / research sector code 1352217; dated ADM3 parent 1352,,
ALS-0B982CD95A695151,2.0.0,current,SRC-ISO-3166-1-2020,ENT-AE-COUNTRY,english,en,United Arab Emirates,Latn,ISO alpha-2 entry AE,,
ALS-0B9A416A0DF35973,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-115314,official_variant,fr,Sidi El Bahri,Latn,ADM4 row / research sector code 115314; dated ADM3 parent 1153,,
ALS-0BA87FD2600D5666,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-61521925,official_variant,fr,El Karia,Latn,ADM4 row / research sector code 61521925; dated ADM3 parent 6152,,
ALS-0BDFBE9B31C7570A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34531248,official_variant,fr,Chihia,Latn,ADM4 row / research sector code 34531248; dated ADM3 parent 3453,,
ALS-0BE71BDD6D5C5CE6,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42581520,official_variant,fr,Aïn Esselsela,Latn,ADM4 row / research sector code 42581520; dated ADM3 parent 4258,,
ALS-0C042EC6E125573C,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-5116,official_variant,fr,El Hamma,Latn,January 2024 workbook row: governorate 51; municipality code 5116,,
ALS-0C11D16F8B625B4B,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-4225,official_variant,fr,Ech-Charayaa- Machrek Ech-Chams,Latn,January 2024 workbook row: governorate 42; municipality code 4225,,
ALS-0C2FAFC242285B18,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-3152952,official_variant,fr,Ksibet Sousse,Latn,ADM4 row / research sector code 3152952; dated ADM3 parent 3166,,
ALS-0C4BEC2AC0755EBC,2.0.0,current,SRC-TN-ONTT-PLACES-2018,ENT-TN-SITE-MAGON,english,en,Magon archaeological quarter,Latn,Around Carthage and Sidi Bou Said: remains of the Magon quarter,,
ALS-0C695F32C89D56C1,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1214,official_variant,fr,Kalaat El Andalos,Latn,January 2024 workbook row: governorate 12; municipality code 1214,,
ALS-0C9A3A191B385DC5,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-51531701,official_variant,fr,Limaoua,Latn,ADM4 row / research sector code 51531701; dated ADM3 parent 5153,,
ALS-0CAEAD19F0545A1D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34551264,official_variant,fr,El Aouabed,Latn,ADM4 row / research sector code 34551264; dated ADM3 parent 3455,,
ALS-0CE0648B59EB55BD,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-62511996,official_variant,fr,Cité l aeroport,Latn,ADM4 row / research sector code 62511996; dated ADM3 parent 6251,,
